"","tweet"
"279","Vuelo de 6 horas y no tengo pantallita en mi asiento?! _ Me rompes el coraz_n, @united, tan feliz que fui de Roma para ac.... A320s suck!!"
"280","So our plane from #guam to #honolulu was delayed so the @united guys could repair the airplanes__ http://t.co/QZuQoH0bel"
"281","@united you lost my bag today and I still haven't heard from anyone. Ref:OMA28629M.  Help please??"
"282","Wanna get this flight going @AmericanAir ? We've only been waiting for two freaking hours now."
"283","Not a blue chip week for @united. Delayed flights on every leg x4! Middle seat on alternate flights. Terrible experience all around."
"284","@gattaca @united Can u bring my bag with you?!? It got routed to ORG instead of SDF. With the cancelled flights I fear it will never arrive"
"285","After 2 days of traveling that was only supposed to be 1, an extra day lost because @United made us miss our connecting flight, I'm in WA"
"286","@united my wife &amp; I had our flight rescheduled due to issues Chicago...what's the best contact method for Customer service at the moment?"
"287","@SouthwestAir need help! En rout to MCO. App says flight cancelled? Flight # 5145. MCO TO MIDWAY To DSM"
"288","This is ridiculous @DeltaAssist. My last four trips on Delta since July have had mechanical delays."
"289","@SouthwestAir I need assistance as my flight has been cancelled this evening from MCI to MDW."
"290","@SouthwestAir don't want to miss wedding festivities :("
"291","@AmericanAir  why does it take so long to pull bags? So many people waiting and no bags are appearing? http://t.co/lUkRbuapCz"
"292","In other news, most flights out of #MKE also cancelled. My fiance is stuck there! @united"
"293","@united get your shit together"
"294","Can't wait to see @VirginAmerica at DFW! http://t.co/sEDPambYUI"
"295","@AirlineFlyer @JetBlue @boingo Wow, it didn't even move the needle, that's pretty bad!"
"296","@AirlineFlyer @JetBlue @boingo What's the problem? That's good for where I live!"
"297","@United will my delayed flight 3805 cause me to miss 1466?"
"298","@united you missed the point....http://t.co/6z7rOm9zYu - same concept applies"
"299","@united please send one to gate f4 Chicago as our flight is supposed to leave in 40 mins"
"300","@AlaskaAir I had to wait for 1/2 hr for my luggage - until I discovered the wrong baggage claim was listed on monitors."
"301","@DeltaAssist @Delta missed last connecting flight to Lafayette from ATL bc of YOUR delay at BWI by 10 mins-- you couldn't hold the plane???"
"302","@AmericanAir Really frustrated with your request a refund site. Tried it 15+ times over last 6 hours, error message every time. Help!"
"303","@united wanted to work but had no service whole trip http://t.co/xsxMICYtiU"
"304","@United Going from ""we're about to board"" to ""we're delayed 3 hours due to late crew"" only worsens redeyes. 2:45 am departure now?  #UA1263"
"305","@seasideaaron_ @Ruppism_ @AmericanAir fuck yeah"
"306","@AmericanAir when flights are cancelled, you guys should have the basic courtesy &amp; common sense to inform customers proactively"
"307","@JackDail @DeltaAssist do I have to wait until im 60 until you follow me?"
"308","@DeltaAssist no seat at e checkin! Get seat at gate Sucks! Bad delta!!!!"
"309","Flying out of Chicago O'Hare today on @AmericanAir, why isn't my plane full delayed Fri travelers from? Airport was."
"310","@VMoneyDeeJay @united I get it.  Just had the rudest flight attendant."
"311","@united Unfriendly skies! Stewardess blocked use of bathrooms in 1st but one broken in economy and line of 5 people at each of remaining."
"312","@AmericanAir I rebooked but they never ticketed it!"
"313","@AmericanAir flight 4267 has been cancelled. It was rebooked for Monday but I HAVE to fly back home on Sunday."
"314","Sitting on hold with @united, because that's what I wanted to do with my Saturday night."
"315","@AmericanAir just cancelled our flights as we're going to bed. On hold for over an hour now. Terrible job #fail #answerthedamnphone!"
"316","Just called @united to talk about going standby tomorrow 60min wait time predicted #nothankyou what's the weather crisis?"
"317","Hi @DeltaAssist Notified of AF flight cancellation &amp; South Africa local number not available on Sun.  13 minutes on hold to US #. Help?"
"318","Heading from Palm beach to Peoria, praying @DeltaAssist doesn't screw up and close the gate early again."
"319","Welp. I'm stuck in Greenville &amp; the hubs is stuck in Brussels - and cannot get a @united person on the phone for the life of me..."
"320","So over flying @AmericanAir if they aren't canceling flights they delayed."
"321",".@SouthwestAir error w/ your app, when u r delayed your boarding pass goes away once your original fight time passes leaving u with no pass"
"322","NO ONE IS EATING FOOD NEAR ME, WHICH MEANS ONE OF THESE MOTHERFUCKERS JUST SMELLS LIKE PEA SOUP. @DeltaAssist SEND FEBREZE TO GATE B4 CLE"
"323","@united please don't board me if there is a mechanical issue with the plane and let me sit here while you take your time. #stuckonaplane"
"324","@united whats going on with UA1004? Im on 1646 and 1004 is supposed to arrive at our departure time. Is it really CS issues or ATC?"
"325","@united asked me for my experience which was so bad - I told them all the details. Total silence since then. Poor - very, very poor."
"326","Heart One for @SouthwestAir paying a visit at @PITairport. Glad I didn't have to wait long! http://t.co/Q5NIszWdZv"
"327","I get the feeling @TTKozina1 really hates @AmericanAir~! I think he should start flying @united~! #flyerfriendly @staralliance"
"328","Bit ridiculous that a 1-way flight on @united is $133 more than a round trip. That industry is so broken!"
"329","Worst checkin experience ever with @united at SFO. Redirected to a different agent six times!"
"330","@united Honolulu is a disaster. 2 planes board and deplane later still waiting to fly to Guam. Total travel time of 24+ hrs from D.C."
"331","@dfwairport 30 minute wait for terminal link. #unacceptable  @AmericanAir #DFWairport"
"332","@DeltaAssist just had horrible customer service by a woman named Jackie. Interruptive and demeaning. Very sarcastic. #poorcustomerservice"
"333","@AmericanAir not to beat a dead horse but you mean BUY a day pass. Perhaps it is time to rethink a bad change in policy as @Delta looms"
"334","Dear @AlaskaAir when your stewardess loses the jacket given to her in 1st class &amp; then you still deliver the wrong jacket the next day #Fail"
"335","@united mileage plus customer service hangs up on customers?  Just had the worst 45 minutes with United of my life."
"336","@AmericanAir My bag has been lost for 1 month now! One excuse after another and one phone number after another!!!  Lost file ref: VRYXWA"
"337","@VirginAmerica @SouthwestAir Can't wait for you guys to go live with more locations nonstop from @DallasLoveField #Oktoberfest2014 #DFW"
"338","@AmericanAir disappointed that 1st class tickets to HI doesn't grant access to admirals club, even in multi-hour delay for equipment issue"
"339","@united officially hate how rude your staff are..,.., honestly get it together. Your desk workers are mean. @JetBlue is the way to go."
"340","So mad at the way I was treated in the airport by @SouthwestAir , I felt like I had no choice in changing what flight i was standby on."
"341","@JetBlue hotspot at JFK is killing me right now "
"342","@united I've been delayed 2 out of 3 flights. Now a missed connection because of the delay. First and probably last flight. #firstclass"
"343","@pablohernandez7 @JetBlue can't wait to see"
"344","@JetBlue - issue after issue waiting for flight back to JFK"
"345","Worst flying experience to date. @AmericanAir owes me some serious compensation for the terrible service I consistently received today."
"346","Sitting on the tarmac at Dfw for 35 minutes because @AmericanAir cant find a gate in their house?  #incompetent"
"347","@AmericanAir .... Respond your your customers emails... Your customer relations Sucks! Don't steal people's money!"
"348","@united premiere Platnium in economy comfort UA64 Newark-Lisboa and have to pay for drinks. So ridiculous. Will be using @Lufthansa_USA"
"349","@AmericanAir How convenient. AA1274 has circuit problems but next flight out of SAT empty enough to accommodate all passengers."
"350","@500daysofSanaa @united worst airline ever"
"351","@united switched my seat w/o telling me: 11D to 36C :( &amp; for some reason, Lisa doesn't care since I left her w/6 kids! #totalbummer #smf2clt"
"352","You never fail to disappoint! @DeltaAssist"
"353","Hey @AmericanAir big problems with your @USAirways shuttle today they tell us weather problems yet not the truth #whynottelltruth"
"354","@AmericanAir what can I do if my flight is still on Hold afeter 24hours. You ask me to contact my travel agent but I booked on your website"
"355","@DeltaAssist seem to be having a problem checking in with iphone app.   Just upgraded to iphone 6."
"356","Hey @AmericanAir We are approaching 2 hours on the tarmac in Milwaukee here. Please send snacks and drinks."
"357","Stuck in Kansas City airport.  Might be the worst ever.  No @united club.  Bad food and no working wireless."
"358","@SouthwestAir customer service was unable to do anything to help. A best friend's wedding was missed as a result- I'm very disappointed."
"359","@DeltaAssist Any issues booking flights on website or app? Keep getting returned to book a flight page on last step (haz mat warning)"
"360","I swear I will never fly @SouthwestAir again..  The rudest people ever."
"361",".@SouthwestAir flight 280 get it together. Traveling solo with an infant and have now changed gates three times. Sucks."
"362","My @united flight (1517) is delayed because they couldn't service the plane between when it got here last night at 8:30pm and now"
"363","Reminded why I never fly @AmericanAir worst experience ever. #rude I miss @JetBlue and @SouthwestAir"
"364","Sitting @MidwayAirport waiting for my @SouthwestAir flight to #Denver #GABF2014"
"365","Last month it was lost bags, so this month @AmericanAir decides to double charge my credit card. Worthless."
"366","@SouthwestAir just cancelled my vacation due to some idiot and a tower. I've waited 4 months 6 days to see my _ FML now what #tears"
